id,Dex Number,Region,Name,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Weight (lb.),Height (m)
1426,958,Paldea,Tinkatuff,fairy,steel,Mold Breaker,Own Tempo,Pickpocket,65,55,55,45,82,78,380,130.3,0.7
1427,959,Paldea,Tinkaton,fairy,steel,Mold Breaker,Own Tempo,Pickpocket,85,75,77,70,105,94,506,248.7,0.7
1428,960,Paldea,Wiglett,water,,Gooey,Rattled,Sand Veil,10,55,25,35,25,95,245,4,1.2
1429,961,Paldea,Wugtrio,water,,Gooey,Rattled,Sand Veil,35,100,50,50,70,120,425,11.9,1.2
1430,962,Paldea,Bombirdier,flying,dark,Big Pecks,Keen Eye,Rocky Payload,70,103,85,60,85,82,485,94.6,1.5
1431,963,Paldea,Finizen,water,,Water Veil,,,70,45,40,45,40,75,315,132.7,1.3
1432,964,Paldea,Palafin-Zero,water,,Zero to Hero,,,100,70,72,53,62,100,457,132.7,1.3
1433,964,Paldea,Palafin-Hero,water,,Zero to Hero,,,100,160,97,106,87,100,650,214.7,1.8
1434,965,Paldea,Varoom,steel,poison,Overcoat,,Slow Start,45,70,63,30,45,47,300,77.2,1
1435,966,Paldea,Revavroom,steel,poison,Overcoat,,Filter,80,119,90,54,67,90,500,264.6,1.8
1436,967,Paldea,Cyclizr,dragon,normal,Shed Skin,,Regenerator,70,95,65,85,65,121,501,138.9,1.6
1437,968,Paldea,Orthworm,steel,,Earth Eater,,Sand Veil,70,85,145,60,55,65,480,683.4,2.5
1438,969,Paldea,Glimmet,rock,poison,Toxic Debris,,Corrosion,48,35,42,105,60,60,350,17.6,0.7
1439,970,Paldea,Glimmora,rock,poison,Toxic Debris,,Corrosion,83,55,90,130,81,86,525,99.2,1.5
1440,971,Paldea,Greavard,ghost,,Pickup,,Fluffy,50,61,60,30,55,34,290,77.2,0.6
1441,972,Paldea,Houndstone,ghost,,Sand Rush,,Fluffy,72,101,100,50,97,68,488,33.1,2
1442,973,Paldea,Flamigo,flying,fighting,Scrappy,Tangled Feet,Costar,82,115,74,75,64,90,500,81.6,1.6
1443,974,Paldea,Cetoddle,ice,,Thick Fat,Snow Cloak,Sheer Force,108,68,45,30,40,43,334,99.2,1.2
1444,975,Paldea,Cetitan,ice,,Thick Fat,Slush Rush,Sheer Force,170,113,65,45,55,73,521,1543.2,4.5
1445,976,Paldea,Veluza,water,psychic,Mold Breaker,,Sharpness,90,102,73,78,65,70,478,198.4,2.5
1446,977,Paldea,Dondozo,water,,Unaware,Oblivious,Water Veil,150,100,115,65,65,35,530,475,12
1447,978,Paldea,Tatsugiri-Curly,water,dragon,Commander,,Storm Drain,68,50,60,120,95,82,475,17.6,0.3
1448,978,Paldea,Tatsugiri-Droopy,water,dragon,Commander,,Storm Drain,68,50,60,120,95,82,475,17.6,0.3
1449,978,Paldea,Tatsugiri-Stretchy,water,dragon,Commander,,Storm Drain,68,50,60,120,95,82,475,17.6,0.3
1450,979,Paldea,Annihilape,fighting,ghost,Vital Spirit,Inner Focus,Defiant,110,115,80,50,90,90,535,123.5,1.2
1451,980,Paldea,Clodsire,poison,ground,Poison Point,Water Absorb,Unaware,130,75,60,45,100,20,430,491.6,1.8
1452,981,Paldea,Farigiraf,normal,psychic,Cud Chew,Armor Tail,Sap Sipper,120,90,70,110,70,60,520,352.7,3.2
1453,982,Paldea,Dudunsparce-Two-Segment,normal,,Serene Grace,Run Away,Rattled,125,100,80,85,75,55,520,86.4,3.6
1454,982,Paldea,Dudunsparce-Three-Segment,normal,,Serene Grace,Run Away,Rattled,125,100,80,85,75,55,520,104.5,4.5
1455,983,Paldea,Kingambit,dark,steel,Defiant,Supreme Overlord,Pressure,100,135,120,60,85,50,550,264.6,2
1456,984,Paldea,Great Tusk,ground,fighting,Protosynthesis,,,115,131,131,53,53,87,570,705.5,2.2
1457,985,Paldea,Scream Tail,fairy,psychic,Protosynthesis,,,115,65,99,65,115,111,570,17.6,1.2
1458,986,Paldea,Brute Bonnet,grass,dark,Protosynthesis,,,111,127,99,79,99,55,570,46.3,1.2
1459,987,Paldea,Flutter Mane,ghost,fairy,Protosynthesis,,,55,55,55,135,135,135,570,8.8,1.4
1460,988,Paldea,Slither Wing,bug,fighting,Protosynthesis,,,85,135,79,85,105,81,570,202.8,3.2
1461,989,Paldea,Sandy Shocks,electric,ground,Protosynthesis,,,85,81,97,121,85,101,570,132.3,2.3
1462,990,Paldea,Iron Treads,ground,steel,Quark Drive,,,90,112,120,72,70,106,570,529.2,0.9
1463,991,Paldea,Iron Bundle,ice,water,Quark Drive,,,56,80,114,124,60,136,570,24.3,0.6
1464,992,Paldea,Iron Hands,electric,fighting,Quark Drive,,,154,140,108,50,68,50,570,839.3,1.8
1465,993,Paldea,Iron Jugulis,dark,flying,Quark Drive,,,94,80,86,122,80,108,570,244.7,1.3
1466,994,Paldea,Iron Moth,fire,poison,Quark Drive,,,80,70,60,140,110,110,570,79.4,1.2
1467,995,Paldea,Iron Thorns,rock,electric,Quark Drive,,,100,134,110,70,84,72,570,668,1.6
1468,996,Paldea,Frigibax,dragon,ice,Thermal Exchange,,Ice Body,65,75,45,35,45,55,320,37.5,0.5
1469,997,Paldea,Arctibax,dragon,ice,Thermal Exchange,,Ice Body,90,95,66,45,65,62,423,66.1,0.8
1470,998,Paldea,Baxcalibur,dragon,ice,Thermal Exchange,,Ice Body,115,145,92,75,86,87,600,463,2.1
1471,999,Paldea,Gimmighoul-Chest,ghost,,Rattled,,,45,30,70,75,70,10,300,11,0.3
1472,999,Paldea,Gimmighoul-Roaming,ghost,,Run Away,,,45,30,25,75,45,80,300,0.2,0.1
1473,1000,Paldea,Gholdengo,steel,ghost,Good as Gold,,,87,60,95,133,91,84,550,66.1,1.2
1474,1001,Paldea,Wo-Chien,dark,grass,Tablets of Ruin,,,85,85,100,95,135,70,570,163.6,1.5
1475,1002,Paldea,Chien-Pao,dark,ice,Sword of Ruin,,,80,120,80,90,65,135,570,335.5,1.9
1476,1003,Paldea,Ting-Lu,dark,ground,Vessel of Ruin,,,155,110,125,55,80,45,570,1542.6,2.7
1477,1004,Paldea,Chi-Yu,dark,fire,Beads of Ruin,,,55,80,80,135,120,100,570,10.8,0.4
1478,1005,Paldea,Roaring Moon,dragon,dark,Protosynthesis,,,105,139,71,55,101,119,590,837.8,2
1479,1006,Paldea,Iron Valiant,fairy,fighting,Quark Drive,,,74,130,90,120,60,116,590,77.2,1.4
1480,1007,Paldea,Koraidon,fighting,dragon,Orichalcum Pulse,,,100,135,115,85,100,135,670,668,2.5
1481,1008,Paldea,Miraidon,electric,dragon,Hadron Engine,,,100,85,100,135,115,135,670,529.1,3.5
1482,1009,Paldea,Walking Wake,water,dragon,Protosynthesis,,,99,83,91,125,83,109,590,617.3,3.5
1483,1010,Paldea,Iron Leaves,grass,psychic,Quark Drive,,,90,130,88,70,108,104,590,275.6,1.5
